Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Furnishing,SizeType,SizeValue
38,1.1,3,1,1,56,0,0,797
38,0.92,3,1,1,56,0,0,710
38,0.99,3,1,1,56,1,0,786
86,1.7,3,5,3,77,2,1,5877
19,0.405,3,2,1,55,1,1,959
3,6.7,3,5,3,60,1,0,9258
33,0.498,3,2,3,55,1,0,1100
33,0.475,3,2,1,55,1,0,1100
33,0.488,3,2,1,55,1,0,1100
33,0.47,3,2,1,55,1,0,1100
33,0.498,3,2,3,55,1,0,1100
33,0.475,3,2,1,55,1,0,1100
33,0.488,3,2,1,55,1,0,1100
33,0.47,3,2,1,55,1,0,1100
33,0.45,3,2,1,55,1,0,1100
33,0.55,3,2,1,56,0,0,1100
33,0.43,3,2,1,55,1,0,1100
33,0.46,3,2,1,55,1,0,1100
32,0.93,2,3,0,56,2,0,1578
32,1.2,2,3,0,56,0,0,1578
32,1.05,2,3,0,56,0,0,1578
76,0.53,3,2,1,79,0,0,715
32,1.15,3,3,2,79,0,0,1249
32,0.375,3,2,1,56,1,0,1119
32,0.83,2,3,2,55,0,0,1578
32,0.555,3,2,1,55,1,0,1215
32,1.05,2,4,2,55,0,0,1710
32,0.565,3,2,1,55,1,0,1215
32,0.78,2,3,2,55,1,0,1406
32,0.8,3,2,2,55,1,0,1392
32,0.98,2,3,2,55,1,0,1663
32,1.2,2,4,2,55,0,0,1710
47,0.6,3,2,2,55,1,0,986
32,0.499,3,1,2,79,0,0,645
32,0.818,3,2,2,55,0,0,1578
32,0.868,2,3,2,55,0,0,1488
32,0.668,3,2,2,55,1,0,1215
32,0.8,3,2,2,55,0,0,1168
32,0.828,2,3,2,55,0,0,1488
32,0.68,2,3,2,55,1,0,1440
14,1.65,2,4,3,55,0,0,2021
32,1.08,2,3,2,55,0,0,1710
32,0.76,2,3,2,55,0,0,1440
32,0.65,3,2,2,55,1,0,1168
32,0.698,3,2,2,55,1,0,1168
47,0.7,3,2,2,55,2,0,1421
32,0.68,3,2,0,79,1,0,909
47,0.41,3,2,2,55,0,0,1100
14,0.7,2,2,2,55,1,0,1236
70,3.6,3,4,0,19,0,1,2000
70,3.6,3,4,0,19,0,1,2000
32,1,2,3,2,55,0,0,1578
32,0.63,2,3,1,55,1,0,1344
47,0.002,3,2,2,55,1,0,1328
14,1.2,3,2,2,79,1,0,1254
32,1.4,3,2,2,55,0,0,1523
32,0.78,3,2,1,79,1,0,1112
32,0.549,3,2,2,79,0,0,645
32,0.73,3,2,1,79,1,0,1148
2,0.55,3,1,0,79,0,0,640
32,0.5,3,2,0,55,0,0,1280
32,0.928,2,3,2,55,0,0,1578
76,0.61,3,2,1,79,0,0,935
76,0.66,3,2,1,79,0,0,935
47,0.51,3,2,2,55,0,0,936
67,0.3,3,2,1,55,2,0,800
47,0.5,3,2,2,55,1,0,936
32,0.79,3,4,2,55,1,0,1483
32,0.9,2,3,2,55,1,0,1578
32,1.1,2,3,2,55,0,0,1578
47,0.53,3,2,2,55,1,0,936
76,0.53,3,2,1,79,0,0,715
67,0.46,1.5,2,2,80,2,0,1095
67,0.395,1.5,2,0,79,2,0,1009
40,5.2,2,5,2,80,0,0,3513
40,4.5,2,5,2,80,1,0,3513
40,2.2,1,1,1,82,2,0,1087
40,4.25,3,3,2,80,2,0,1786
32,0.65,2,2,2,80,2,0,1094
32,0.345,3,2,1,83,1,0,950
72,0.639,3,2,2,56,1,0,1106
19,0.33,3,2,1,56,2,0,810
25,1.3,3,3,2,59,1,1,1582
37,0.0026,3,1,1,59,0,1,721
40,1.05,3,1,0,83,0,1,1164
9,1.55,3,3,0,55,1,0,2068
33,0.6,3,2,1,59,1,0,1200
33,0.48,3,2,1,56,1,0,1000
33,0.55,2,2,1,56,0,0,1295
33,0.42,3,2,0,56,0,0,1100
39,1.5,2,3,0,55,0,0,1584
50,2.8,3,5,2,55,1,0,3300
19,0.37,3,1,0,79,0,0,610
40,0.73,3,1,0,83,0,0,538
40,1.19,1.5,2,1,79,0,0,777
65,0.415,3,2,1,59,1,0,1200
40,6.48,2,4,2,79,0,0,2195
2,1.9,3,2,2,55,0,0,3003
19,2.09,3,6,4,77,0,1,2700
32,0.4,3,2,1,59,0,0,1105
32,0.43,3,2,1,59,0,0,1105
14,0.98,2.5,4,2,55,0,0,1513
27,0.99,3,5,0,56,0,0,2111
14,0.68,2,2,2,55,1,0,1300
14,0.565,3,2,2,55,1,0,1100
50,2.2,3,4,3,55,1,0,2535
50,4.2,3.5,5,0,74,1,0,4800
50,0.79,3,2,1,59,0,0,1280
76,0.51,3,2,1,79,1,0,715
51,4.6,3.5,5,10,45,1,1,10000
51,2.5,3.5,4,4,45,0,1,3200
14,1.68,2,4,3,56,0,0,2021
14,1.63,2,4,3,56,1,0,2021
14,0.723,3,2,3,59,0,0,1371
14,2,2.5,5,3,56,1,0,2253
14,1.88,2.5,5,3,56,1,1,2950
19,0.638,3,3,2,92,2,0,2333
50,0.72,1,1,1,85,1,0,960
40,1.49,3,4,2,59,0,0,2098
20,7.728,3,5,1,87,0,0,6769
63,0.3645,1.5,2,0,79,2,1,713
84,3.5,3.5,5,0,44,2,1,8300
23,5.4,3,6,0,44,2,1,6800
76,0.7,3,2,1,56,3,0,1160
76,0.675,3,2,1,55,0,0,1250
76,0.66,3,2,1,56,2,0,1151
76,0.76,3,2,2,56,0,0,1152
50,2.5353,2.5,5,0,55,2,1,3729
37,0.73,3,1,1,83,0,0,744
40,0.429,3,1,1,79,1,0,450
19,0.68,2,3,0,92,1,1,2464
19,0.68,3,4,0,89,2,1,2370
2,0.45,3,1,0,83,1,1,640
40,0.57,3,1,1,79,0,0,411
40,1.48,3,2,1,59,0,0,989
25,1.33,2,3,2,55,1,0,1367
40,1.23,3,1,0,79,0,0,800
27,1.35,2,5,3,55,0,0,1876
11,0.98,3,2,0,55,2,0,1200
40,2.998,2,3,3,83,1,0,2066
37,1.199999,3,2,1,79,1,0,1281
37,0.759999,3,1,1,79,1,0,742
14,0.545,3,2,2,59,1,0,1091
14,0.67,3,2,2,59,1,0,1234
19,0.34,3,2,1,56,1,0,1020
32,0.82,2,3,0,56,2,0,1535
50,1.598,3,4,3,55,1,0,2497
50,0.94,2,3,2,55,1,0,1828
7,0.25,3,2,1,67,2,0,730
25,1.8,2,4,0,56,0,0,2110
19,0.325,3,2,1,55,2,1,967
67,0.265,3,1,0,56,0,0,580
67,0.43,3,2,0,59,1,0,1200
19,0.388,3,2,1,59,1,0,1075
42,0.485,3,2,1,55,2,0,1074
27,0.49,3,2,2,55,2,0,1100
42,0.51,3,2,2,79,1,0,1027
42,0.398,3,2,1,36,1,0,1121
19,0.638,3,2,1,55,0,0,970
42,0.708,3,3,2,92,0,1,2246
31,0.53,3,2,1,55,1,0,1270
2,0.51,3,1,0,83,0,0,948
50,0.69,3,1,0,79,0,0,672
19,0.54,3,3,1,55,2,0,1000
50,2.3,3,5,3,56,2,0,3729
50,1.15,2,3,2,56,2,0,1767
50,1.45,2.5,5,2,56,2,0,3200
67,0.4,3,2,2,79,1,0,900
50,1.25,2,3,2,59,2,0,1638
50,1.5,2,3,2,56,0,0,1871
67,0.55,3,2,3,79,2,0,1170
50,0.9,2,3,2,56,0,0,1550
50,1.8,2,3,2,55,0,0,2013
50,0.7,3,1,2,83,0,0,634
50,1.3,2,3,2,59,0,0,1600
50,0.718,3,2,1,79,0,0,1235
50,1.2,3,3,2,83,0,0,1652
50,0.899,3,2,1,56,2,0,1208
50,1.25,2,3,2,59,2,0,1638
50,1.5,2,3,2,56,0,0,1871
67,0.55,3,2,3,79,2,0,1170
50,0.9,2,3,2,56,0,0,1550
50,1.8,2,3,2,55,0,0,2013
50,0.7,3,1,2,83,0,0,634
50,1.3,2,3,2,59,0,0,1600
50,0.718,3,2,1,79,0,0,1235
50,1.2,3,3,2,83,0,0,1652
50,0.899,3,2,1,56,2,0,1208
50,1.2,2,3,2,55,0,0,1756
50,0.62,3,1,1,79,0,0,750
32,0.725,3,2,2,55,1,0,1092
32,0.795,3,2,2,55,0,0,1073
32,0.67,3,2,2,55,0,0,895
32,0.738,3,2,2,55,1,0,1092
50,0.82,3,2,1,55,0,0,1428
50,3.6,2.5,5,2,56,1,0,4000
50,1.53,3,3,2,79,1,0,1576
31,0.658,2.5,3,1,56,1,0,1581
50,0.618,3,1,1,79,0,0,725
50,1.15,3,2,1,83,2,0,1039
50,0.85,1,1,0,55,2,0,815
50,2.5353,3,5,0,55,1,0,3729
50,2.5353,3,5,0,55,1,0,3729
40,1.89,3,5,0,55,1,0,3412
40,1.8185,3,3,0,55,1,0,2250
40,1.8185,3,3,0,55,1,0,2250
50,1.35,2,3,3,55,0,0,1756
40,1.89,3,5,0,55,1,0,3412
76,0.486,3,2,0,79,1,0,945
19,0.63,3,2,0,59,1,0,1400
3,4.0428,2.5,5,0,56,0,0,3369
40,1.253,3,2,0,55,1,0,871
40,1.55,3,3,2,56,0,0,1700
47,0.5,3,2,0,55,1,0,1120
72,0.6,3,2,3,55,1,0,1260
8,1.2,3,1,6,59,1,0,1430
10,0.399999,3,2,1,56,0,0,1405
10,0.41,3,2,1,59,2,0,1405
19,0.539,3,2,2,55,2,0,992
31,0.0012,3,2,1,83,2,0,640
50,3.38,3,5,0,74,1,1,5000
10,0.19,3,2,1,40,2,0,776
82,0.98,3,2,1,55,1,0,1398
82,0.58,3,2,0,55,1,0,1300
82,3.6,3,4,0,73,0,1,3600
82,3.2,2,5,3,80,1,0,2968
23,6.88,3,6,0,44,1,1,7000
82,1.68,1.5,3,2,80,1,0,1445
23,7.5,3,6,4,44,1,1,7530
82,6,3,4,0,44,1,1,8000
82,4.8,3,6,0,44,2,1,8350
82,1.818,1.5,3,3,80,1,0,2277
82,8.5,3,6,0,44,2,1,10355
23,7.18,2.5,7,0,44,1,1,6426
50,1.6,2.5,4,3,55,0,0,2747
40,5.236,3,3,2,55,1,0,1496
11,0.785,3,3,0,55,1,0,1565
33,0.485,3,2,2,56,1,1,1100
33,0.55,3,2,1,59,1,1,875
33,0.498,3,2,1,59,1,1,1020
33,0.5,3,2,1,59,1,1,1020
33,0.57,2,2,1,59,1,0,1295
33,0.63,3,2,1,56,0,0,1200
42,0.485,3,2,1,59,1,0,1074
42,0.495,3,2,1,59,0,0,930
63,0.8,3,3,2,59,1,0,1391
63,0.63,3,3,2,59,1,0,1155
5,0.4,3,2,1,83,2,0,977
33,0.525,2,2,1,59,1,0,1210
33,0.47,3,2,1,59,1,1,1100
63,0.78,3,3,2,59,1,0,1295
33,0.73,2,2,2,59,1,1,1590
27,0.485,3,2,2,59,1,1,1100
33,0.56,2,2,1,59,1,0,1260
19,0.47,2,2,1,40,1,1,1050
63,0.78,3,3,2,59,1,0,1295
63,0.73,3,3,2,59,1,0,1391
79,1.88,2.5,6,4,77,0,1,3600
33,0.445,3,2,1,56,1,1,1100
42,2.68,3.5,5,0,44,1,1,5000
33,0.95,2,3,2,59,1,1,1800
27,0.598,3,2,4,59,0,1,1100
27,0.56,3,2,1,59,0,1,1100
27,1.35,2.5,4,3,59,2,1,2070
27,0.475,3,2,1,59,0,1,1100
33,0.475,3,2,1,59,1,1,1100
34,0.62,3,2,0,83,1,0,805
63,0.63,3,3,2,59,1,0,1155
33,0.57,3,2,1,59,1,0,1295
34,0.78,3,2,1,83,0,0,972
63,0.35,3,2,1,40,2,0,900
33,0.8,2,2,2,59,1,1,1590
33,1.3,2.5,4,2,58,1,0,2190
33,0.63,2,2,2,59,1,0,1295
33,0.63,2,2,2,56,1,0,1400
33,0.44,3,2,1,56,1,1,1100
27,0.83,2,3,2,56,1,0,1580
27,0.485,3,2,2,59,0,1,1100
27,0.46,3,2,1,59,1,1,1100
33,0.735,2,2,1,59,1,1,1470
33,0.585,3,2,1,59,1,0,1295
27,1.18,2,3,3,59,2,1,1799
33,1,2.5,4,2,58,1,0,2190
33,0.85,2,2,2,59,1,1,1590
50,0.99,2,3,2,55,0,0,1400
19,0.88,3,3,2,44,2,0,2500
62,0.62,3,2,0,79,1,0,1041
40,4.72,3,2,2,56,1,0,1399
64,0.39,3,2,4,23,1,1,750
64,0.39,3,2,3,17,2,0,600
32,1.15,2,4,2,59,1,0,1875
63,0.69,3,3,2,59,1,0,1298
14,0.9,3,2,2,80,2,0,1218
23,5.1,2.5,3,6,52,1,1,7600
23,5.1,2.5,3,6,48,1,1,7600
19,0.5,2,2,2,59,2,0,1142
19,0.48,2,2,1,59,2,0,1142
19,0.47,2,2,1,59,2,0,1142
19,0.49,2,2,2,59,2,0,1142
14,2.6,3,6,3,57,1,0,3260
63,0.71,3,3,2,59,1,0,1391
49,1.25,1.5,2,0,56,0,0,1367
3,1.9,3,3,4,12,1,0,2700
40,0.95,2,3,0,55,0,0,1438
40,0.69,3,2,1,55,0,0,919
14,0.419999,3,2,1,36,1,0,950
40,1.95,3,2,0,79,1,0,1564
70,3.1,3,5,3,56,0,0,3466
8,6.5,2,4,4,45,0,1,8090
40,4.55,1.5,2,2,55,1,0,1345
47,0.81,3,2,2,59,1,0,1150
19,0.5,3,3,1,55,1,0,1010
8,5,3,7,3,48,1,1,8633
32,0.68,2,2,2,80,1,0,1094
3,3.6,3,6,4,74,1,0,6441
36,0.19,3,2,0,40,1,0,702
27,1.45,2.5,4,3,56,1,0,2070
63,0.23,3,2,0,67,1,0,875
2,0.738,3,4,2,60,1,0,3000
63,0.5,3,3,0,92,1,1,1600
42,0.15,3,2,0,40,1,1,721
67,0.17,3,1,0,67,1,1,700
2,0.78,1,2,2,79,1,0,1018
12,0.76,3,2,0,79,0,0,722
12,1,3,3,1,80,0,0,1066
3,1.0488,3,1,1,55,1,0,686
3,1.3078,3,2,1,55,1,0,848
72,1.62,2.5,6,0,72,2,0,3216
20,1.35,2,5,0,56,0,0,2643
76,0.486,3,2,0,79,3,0,945
47,0.88,2,4,2,55,2,0,1477
2,8.89,6,6,6,44,2,1,26200
14,0.94,2,4,3,55,2,0,1500
19,0.57,3,2,1,79,2,0,821
19,0.795,3,2,1,79,2,0,1066
14,0.625,3,2,2,55,2,0,1433
76,3,2.5,4,0,73,2,1,4111
76,3,2.5,4,0,73,2,1,4111
8,0.615,3,2,1,56,1,0,1315
42,0.35,3,2,1,40,2,0,850
42,2.9,3,6,6,74,1,0,3600
36,0.23,3,2,0,37,2,0,720
33,0.438,3,2,1,59,1,0,1100
42,1.25,3,2,4,1,1,1,2940
32,1.5,2,4,0,56,0,0,2638
5,0.65,3,2,1,59,0,0,1316
5,0.618,2,3,2,56,0,0,1310
5,0.68,3,2,2,59,0,0,1316
5,0.83,3,3,2,59,0,0,1635
31,2.3,3,5,2,20,1,0,4480
5,0.68,2.5,3,2,56,1,0,1635
32,0.38,3,2,1,55,0,1,1100
32,0.4,3,2,1,55,1,1,1100
76,1.2,2,2,0,55,2,0,1650
42,0.53,3,2,2,3,2,0,1430
23,5.5,3,7,0,48,1,1,9000
63,0.45,3,2,0,40,1,0,995
19,0.52,3,2,2,55,1,0,962
42,1.18,3,5,0,19,0,0,1540
25,0.8,1,1,1,59,1,0,904
75,1.58,3,3,2,12,1,1,1650
50,0.83,3,2,0,55,0,0,1340
42,0.58,3,2,1,8,2,0,880
33,0.68,2,2,1,59,0,0,1260
25,1.88,3,4,0,12,1,1,1540
42,0.73,3,3,0,12,1,1,1430
70,2.98,3,5,0,56,1,0,3336
19,0.65,3,2,2,55,2,0,1117
19,0.9,2,3,2,55,2,1,1527
5,0.67,3,3,2,55,1,0,1316
33,0.43,3,2,0,55,0,0,1100
50,4.8,3,6,0,77,0,1,3100
42,0.398,3,2,0,17,1,0,630
42,0.68,3,2,0,23,1,1,880
50,1.98,3,3,0,56,0,0,2201
50,3.1,3,7,0,56,1,0,4530
42,0.465,3,3,0,23,1,1,630
63,1.2,3,3,0,9,1,1,2800
50,0.93,3,2,1,55,0,0,1400
5,0.73,2,3,2,55,1,0,1316
42,4.8,3,6,0,77,1,1,6466
42,3,3,6,0,77,0,1,3200
32,0.33,3,2,1,55,2,0,942
24,0.6,2,3,1,36,2,0,1500
10,2.38,3.5,7,0,44,0,0,3973
40,1.27,3,2,1,80,0,0,1050
40,1.538,3,2,1,79,0,0,1399
40,1.45,3,2,1,80,0,0,1050
40,0.98,3,1,0,79,0,0,627
40,1,3,1,0,79,0,0,627
42,3.7,7,8,0,44,0,1,4500
40,1.35,3,2,0,56,1,0,871
40,1.36,3,2,2,56,1,0,873
19,0.355,3,2,1,59,1,0,920
4,0.53,3,3,0,12,1,1,1080
47,0.318,3,2,1,58,1,0,1065
19,0.399,3,2,1,59,1,0,1060
19,0.368,3,2,2,56,1,0,960
19,0.665,2,3,2,83,1,0,1054
72,0.6,3,2,3,59,2,0,1044
32,0.399,3,2,1,80,1,0,950
19,0.88,2,2,2,55,0,0,1381
40,1.2,3,1,0,58,1,0,689
40,1.556,3,2,2,55,1,0,1031
40,3.8,3,4,0,80,1,0,3897
40,7.5,3.5,7,2,84,2,0,7793
40,4,3,4,0,80,1,0,3897
33,0.898,2,4,2,56,0,0,1590
33,0.83,2,3,2,55,0,0,1590
33,1.1,2,3,2,55,0,0,1800
33,1,3,4,2,56,0,0,2190
40,4.3,2.5,5,2,56,0,0,3973
40,3.97,2.5,5,0,55,1,0,3973
40,2.7,2,5,2,55,1,0,3109
40,4.01,2,5,0,55,1,0,3439
40,7.46,3,5,0,55,1,0,6105
40,7.56,3,6,0,57,1,0,7040
27,1.35,3,2,1,83,0,0,1238
27,1.148,3,2,0,83,0,0,1148
27,1.1,3,2,1,83,0,0,997
27,1.28,3,2,1,83,0,0,1238
27,0.56,3,2,1,59,0,0,1100
27,1.35,3,2,1,80,0,0,1236
63,0.47,3,3,1,91,2,0,1600
8,1.98,3,4,2,55,1,0,2745
67,0.5,3,2,1,55,1,0,1272
14,2.33,3,6,3,20,1,1,3272
19,0.82,3,3,2,12,1,1,1760
19,0.68,3,2,1,83,1,0,803
19,2,3,4,3,23,1,1,2335
37,1.15,3,2,2,79,0,0,1281
33,0.615,3,2,1,56,0,0,1200
67,0.3,3,2,1,55,2,0,800
14,0.52,3,3,2,59,1,0,1003
50,1.12,3,2,1,79,1,0,973
50,1.09,3,2,1,79,0,0,907
50,2.42,3,3,2,79,1,0,2452
50,2.31,3,3,2,79,1,0,2273
72,0.668,3,2,0,56,0,0,1200
37,0.5,1.5,1,1,59,0,0,1066
27,0.69,3,1,1,79,0,0,672
27,4.45,3,4,0,73,1,1,4000
70,0.508,3,1,0,79,1,0,498
27,0.49,3,2,0,56,1,0,1450
27,0.485,3,2,1,55,1,0,1326
19,0.88,3,2,2,79,1,0,1164
37,0.95,3,2,1,79,0,0,674
67,0.458,2,2,2,56,2,0,1350
67,0.48,3,2,2,83,2,0,1020
50,1.12,2.5,3,2,79,0,0,1650
19,1.3,3,4,0,55,0,0,1700
40,0.625,3,1,0,79,0,0,576
32,0.7,3,2,1,79,2,0,978
27,0.88,2,3,2,55,2,0,1467
27,1.18,2,5,2,55,2,0,1942
19,0.575,3,2,2,56,1,0,1018
27,1.1,2,4,3,55,1,0,1799
47,0.88,2,3,2,55,2,0,1948
40,2.1,1,2,0,79,2,0,1087
65,3.5,3,5,3,44,2,1,6910
19,0.63,3,2,2,82,2,0,914
40,1,3,3,2,83,0,0,1206
19,0.132,3,1,0,64,2,0,570
10,0.58,3,2,2,79,1,0,975
19,0.55,3,3,1,55,1,0,1280
19,0.435,3,2,2,55,0,0,970
19,0.399,3,2,1,55,0,0,910
2,0.6,3,3,0,0,1,1,4000
19,0.418,3,2,0,55,2,0,825
19,0.59,2,2,2,55,0,0,1394
32,0.46,3,1,0,55,0,0,739
2,1.1,3,2,1,79,0,0,887
34,0.55,3,1,1,79,0,0,625
19,0.165,3,2,1,64,2,0,750
19,0.547,3,2,1,55,1,0,1394
70,0.499,3,1,0,79,0,0,640
19,0.505,3,2,2,55,1,0,1142
72,0.52,3,2,0,55,1,0,1044
47,0.53,3,2,1,55,1,0,1120
12,1.5,3,3,2,79,0,0,1507
33,1.15,2,3,3,55,0,0,1950
19,0.53,3,2,2,55,2,0,1050
40,2.2,2,4,2,55,0,0,2315
31,0.59,3,2,0,55,1,0,1037
33,0.56,3,2,1,55,0,0,1320
31,0.59,3,2,0,55,1,0,1037
33,0.56,3,2,1,55,0,0,1320
64,0.85,2,3,0,55,1,0,1381
64,0.589,3,2,2,55,1,0,1230
19,0.0025,3,4,1,88,0,0,2371
67,0.49,3,2,2,79,2,0,1040
33,0.63,3,2,2,59,2,0,1197
19,0.36,3,2,1,59,1,0,920
65,0.87,2,3,2,79,0,0,1402
19,0.62,3,3,2,11,2,0,1441
14,0.43,3,2,1,36,2,0,1043
32,0.805,3,2,2,59,0,0,1392
88,0.23,3,1,0,64,2,0,560
14,0.9,2,3,2,56,1,0,1457
86,2.8,3,6,0,44,1,0,6000
50,1.3,2,4,2,55,2,0,2036
50,0.65,3,1,1,79,2,0,650
47,0.398,3,2,1,55,1,0,1132
14,0.63,3,2,3,55,1,0,1073
67,0.475,3,3,1,79,2,0,1092
32,0.41,3,2,1,55,2,0,1070
19,0.438,3,2,1,79,0,0,950
34,0.825,3,2,1,79,0,0,924
34,0.888,3,2,1,79,0,0,1120
2,0.76,3,2,1,79,0,0,950
32,0.598,3,3,1,55,0,0,1200
62,0.68,3,2,2,79,1,0,1089
70,0.35,3,1,1,79,2,0,410
63,2.1,2.5,5,0,73,1,0,4223
31,0.63,3,2,1,55,2,0,1037
32,0.5,3,2,2,55,1,0,1240
62,0.428,3,1,2,79,1,0,565
19,0.155,3,1,0,64,2,0,650
26,0.135,3,1,0,67,2,0,507
76,0.599,2,2,2,55,2,0,1250
71,0.72,2,3,4,8,2,1,2000
82,1.1,3,2,0,80,0,0,1313
14,0.398,3,2,1,36,1,0,1098
88,0.24,3,1,0,64,2,0,580
32,0.6,2,4,2,55,2,0,1362
67,0.478,3,2,2,59,1,0,1333
88,0.22,3,1,0,65,0,0,580
2,0.53,3,1,1,83,0,0,680
40,1.2,3,3,0,56,1,0,1700
88,0.21,3,1,0,64,2,0,600
88,0.22,3,1,0,67,1,0,600
88,0.45,1,1,2,55,0,0,790
67,0.49,2,2,13,55,2,0,1350
50,0.73,3,2,0,83,0,0,913
50,0.63,3,1,0,79,0,0,805
27,0.93,3,2,1,79,1,0,1145
64,0.4146,3,2,2,79,2,0,850
19,0.5358,2,2,2,59,1,1,1000
50,0.95,2,3,2,79,2,0,1408
42,0.68,3,2,0,3,1,1,1650
12,1.2,3,2,1,79,0,0,948
50,1.05,2,3,2,79,0,0,1697
21,0.77,3,2,0,79,1,0,924
50,1.85,2,4,3,56,0,0,4125
67,0.38,3,2,0,55,1,0,1169
32,1.29,2,4,0,59,2,0,2128
76,3.999999,3,5,0,45,0,1,8000
14,0.29,3,2,1,40,1,0,732
79,2,3,4,0,77,0,1,4000
42,2,3,5,0,77,1,1,2625
67,0.44,3,2,0,79,1,0,918
76,1.55,2,4,2,59,0,1,1784
19,0.7,2.5,3,0,8,1,0,1649
67,0.46,3,2,2,59,0,1,1207
50,0.99,3,2,1,80,0,0,932
12,0.016,2,5,2,55,0,0,3600
43,0.5,3,2,2,55,2,0,1046
67,0.38,3,2,2,59,2,0,950
33,0.45,1.5,2,0,79,2,0,858
72,0.37,3,2,0,79,0,0,650
72,0.35,3,3,2,79,2,0,1045
72,0.83,3,2,2,81,0,0,1259
88,0.38,3,2,2,79,2,0,950
12,1.29,3,2,1,80,0,0,1555
55,0.28,3,1,1,55,1,0,450
14,0.498,3,3,2,55,2,0,1023
33,0.43,3,2,1,37,0,0,1221
31,0.58,3,2,2,56,1,0,1037
2,0.74,3,2,1,79,0,0,950
14,0.63,2,3,2,59,1,0,1246
25,1.1,3,1,0,55,0,0,1034
63,1.9,3,6,5,23,2,0,4068
63,0.69,2,2,2,59,1,0,1262
63,0.63,3,2,2,59,2,0,1091
63,0.59,3,2,0,56,2,0,1019
63,1.215,2.5,5,0,56,2,0,2600
27,1.45,3,2,2,69,0,0,1181
14,0.68,3,2,0,55,1,0,1268
47,0.44,3,2,1,79,1,0,935
32,0.695,3,2,2,55,1,0,935
32,2.3,3,4,0,45,2,1,11275
47,0.52,3,2,2,55,0,0,1120
14,2.6,3,6,3,55,1,0,3260
32,0.88,2,3,2,57,0,0,1300
32,0.81,3,2,2,55,1,0,1488
12,0.605,3,1,1,79,0,0,550
47,0.54,3,2,1,55,1,0,1120
14,0.45,2,2,1,55,1,0,1460
19,0.55,3,2,2,55,2,0,1050
32,2.3,3,4,0,70,2,1,11275
76,3.688,3,5,5,45,1,0,5403
47,0.328,3,2,2,55,2,0,1067
40,2.4,1,2,1,83,1,1,1076
67,0.348,3,2,0,79,2,0,856
58,0.478,2,3,2,8,2,1,1080
37,0.519,3,2,0,55,2,0,1105
67,0.358,3,2,2,83,2,0,856
12,0.828,3,2,1,79,0,0,1044
14,0.548,3,2,2,55,1,0,1050
32,0.37,3,2,1,83,1,0,950
19,0.3,3,2,1,59,2,0,820
82,1.5,3,3,2,12,2,1,1800
36,1.2,3,4,0,14,1,0,3000
27,0.428,3,2,1,55,1,0,850
14,0.57,3,2,2,59,1,0,1032
23,3.881,3,5,0,44,1,1,8919
40,0.005,2,4,1,55,0,0,1600
72,0.52,3,2,1,55,1,0,1180
72,0.5,3,2,2,55,1,0,1074
27,0.49,3,2,1,55,1,0,1100
76,1.38,2,3,2,56,0,0,1712
37,0.9,3,2,0,79,3,0,861
23,3.881,3,5,0,44,1,1,8919
32,0.415,1.5,2,1,83,1,0,751
50,1.39,2,5,0,55,1,0,2357
70,3,2.5,5,3,74,1,0,4324
70,3.29,2.5,4,3,56,1,0,3691
50,4.2,3.5,5,3,77,1,0,4800
50,2.35,2.5,4,5,55,1,0,3050
50,4.5,3,6,3,28,0,0,4304
67,0.4,3,2,2,79,2,0,842
12,2.7,3,2,0,55,0,0,718
50,2.25,2.5,5,3,56,2,0,2973
82,2.6,3,4,0,1,1,1,6000
8,5,4,4,0,44,1,1,11700
23,6.5,3,6,0,44,1,1,6300
8,3.5,2.5,3,0,9,2,1,5305
82,0.9,2,2,0,55,1,0,1575
82,0.9,3,2,0,55,1,0,1400
82,5.3,3.5,7,6,45,1,1,7319
82,2.8,3,4,0,9,1,0,4930
8,3.7,3,6,0,55,1,0,4200
82,4.9,3,4,0,44,1,1,6300
82,0.92,3,2,1,56,1,0,1350
82,1.3,2,3,2,55,0,0,1825
82,1.08,2.5,3,0,55,1,0,1625
23,5.85,3,7,0,44,1,1,6200
82,0.74,3,2,0,55,2,0,1539
82,7.5,3,6,0,44,1,0,6000
82,0.9,3,2,0,55,2,0,1500
2,2.1,2,4,2,55,0,0,1632
32,0.5,3,3,2,59,2,0,1250
8,2.98,2.5,4,2,8,2,1,3300
19,0.395,3,2,1,59,0,0,927
2,2.4,2,4,2,55,0,0,1800
32,0.62,3,2,1,79,1,0,852
50,2.55,2.5,5,3,56,1,0,2906
50,1.25,2,3,2,59,0,0,1641
50,2.5,2.5,5,3,56,2,0,3045
50,2.7,2.5,5,3,56,1,0,3541
19,0.31,3,1,1,83,0,0,610
50,1.75,2.5,5,3,56,0,0,2726
70,1.3,3,3,0,79,2,0,1700
50,2.7,2.5,5,3,58,1,0,3980
19,0.365,3,2,1,56,1,0,1126
19,0.46,3,2,1,83,0,0,1100
19,0.348,3,1,1,83,0,0,695
19,0.4,3,2,1,83,0,0,916
50,1.25,2,3,2,59,0,0,1703
76,0.63,3,2,1,83,2,0,935
27,1,3,2,1,79,2,0,1060
65,0.628,3,2,2,55,0,0,1021
65,5.5,3,6,3,48,1,1,4844
65,5.9,3,6,0,45,1,1,4500
65,5.5,3,6,0,48,1,1,4500
65,2.88,2.5,4,0,77,1,1,3200
65,8,3,7,6,48,2,1,7166
